"location","outbreak_number","spatial_scale","outbreak_pop","country","start_date","end_date","weekly_threshold_per_10e5","Total_sCh","Total_cCh","Total_deaths","Duration_weeks","peak_week_incidence","time_to_peak_week","peak_week_incidence_per_100percent","peak_week_incidence_per_10e3","mean_R0_1st_week","area_per_1km2","rural_urban","AR_per_10e3","CFR_per_100percent"
"AFR::NGA::Kaduna::Kaduna South",1,"admin2",470021.841556978,"NGA","2011-02-14","2011-05-01",0.96440400112804,1282,NA,3,11,274,7,21.3728549141966,0.582951632827013,2.93,59.8674210902339,"urban",2.72753282220522,0.234009360374415
"AFR::NGA::Kaduna::Kaduna South",4,"admin2",482295.105233692,"NGA","2012-04-23","2012-07-22",0.96440400112804,49,NA,0,13,12,3,24.4897959183673,0.0248810321103829,1.68,59.8674210902339,"urban",0.101597547784064,0
"AFR::NGA::Kaduna::Kaduna South",5,"admin2",494705.877237506,"NGA","2013-11-11","2013-12-29",0.96440400112804,65,NA,0,7,21,5,32.3076923076923,0.0424494653616537,1.66,59.8674210902339,"urban",0.13139120230988,0
"AFR::NGA::Kaduna::Kaduna South",6,"admin2",507067.405470136,"NGA","2014-04-21","2014-06-29",0.96440400112804,114,NA,0,10,25,4,21.9298245614035,0.0493031098633146,1.6,59.8674210902339,"urban",0.224822180976714,0
"AFR::NGA::Kaduna::Kaduna South",8,"admin2",508805.913844593,"NGA","2014-10-13","2015-01-18",0.96440400112804,57,NA,0,14,14,3,24.5614035087719,0.0276097415234562,1.75,59.8674210902339,"urban",0.11202699978328,0
"AFR::NGA::Kaduna::Makarfi",1,"admin2",185227.833010023,"NGA","2014-04-21","2014-06-29",0.506374978890693,77,NA,1,10,22,3,28.5714285714286,0.118772646866789,2.32,516.842316888447,"rural",0.415704264033761,1.2987012987013
"AFR::NGA::Kaduna::Makarfi",2,"admin2",185227.833010023,"NGA","2014-10-06","2014-12-28",0.506374978890693,40,NA,0,12,7,3,17.5,0.0377912967303419,1.75,516.842316888447,"rural",0.215950267030525,0
"AFR::NGA::Kaduna::Sabon Gari",1,"admin2",341637.511297884,"NGA","2011-03-07","2011-10-16",0.153524594024868,120,NA,0,32,22,3,18.3333333333333,0.0643957389702957,1.58,243.737870528311,"urban",0.351249485292522,0
"AFR::NGA::Kaduna::Soba",1,"admin2",367797.401339391,"NGA","2014-03-03","2014-08-31",0.237301987314301,367.5,NA,1.5,26,94,12,25.578231292517,0.255575487096115,1.62,2151.25094054429,"rural",0.999191399019384,0.408163265306122
"AFR::NGA::Kaduna::Zaria",1,"admin2",475666.263414951,"NGA","2011-02-21","2011-07-03",0.400439009436785,251,NA,10,19,45,11,17.9282868525896,0.0946041446726355,1.8,302.196337540513,"urban",0.5276808958407,3.98406374501992
"AFR::NGA::Kaduna::Zaria",3,"admin2",550724.648480291,"NGA","2017-08-21","2017-10-15",0.400439009436785,142,NA,19,8,79,4,55.6338028169014,0.1434473656082,1.6,302.196337540513,"urban",0.257842100207145,13.3802816901408
"AFR::NGA::Kano",1,"admin1",13493627.8953283,"NGA","2018-08-13","2018-10-07",0.218983779374822,719.5,NA,6,8,153,3,21.2647671994441,0.0113386852806998,1.5,20230.0716663089,"rural",0.0533214644409381,0.833912439193885
"AFR::NGA::Kano",2,"admin1",14538915.5100335,"NGA","2021-04-19","2021-08-15",0.218983779374822,4616,NA,142,17,996,9,21.57712305026,0.0685057973761968,1.41,20230.0716663089,"rural",0.317492731614984,3.07625649913345
"AFR::NGA::Kano::Bichi",1,"admin2",328585.190927215,"NGA","2013-11-11","2014-01-05",0.234789351558144,56,NA,1,8,16,5,28.5714285714286,0.0486936126209783,2.2,687.790986326949,"rural",0.170427644173424,1.78571428571429
"AFR::NGA::Kano::Bichi",2,"admin2",362922.418862439,"NGA","2017-07-10","2017-08-13",0.234789351558144,30,NA,0,5,15,3,50,0.0413311474309487,1.72,687.790986326949,"rural",0.0826622948618974,0
"AFR::NGA::Kano::Dala",1,"admin2",296737.802849139,"NGA","2010-10-04","2010-11-14",0.318825739553305,117,NA,1,6,63,4,53.8461538461538,0.212308642158509,1.85,13.4099786710612,"urban",0.394287478294373,0.854700854700855
"AFR::NGA::Kano::Dala",3,"admin2",330808.179539274,"NGA","2013-11-04","2014-03-02",0.318825739553305,191,NA,2,17,35,7,18.3246073298429,0.106623765580183,1.85,13.4099786710612,"urban",0.577373873481639,1.04712041884817
"AFR::NGA::Kano::Dawakin Kudu",1,"admin2",301615.770050625,"NGA","2013-11-25","2014-10-26",0.468253672905385,640,NA,24,48,100,46,15.625,0.338046331321355,1.92,384.470371129839,"rural",2.12190496502414,3.75
"AFR::NGA::Kano::Doguwa",1,"admin2",194485.660332398,"NGA","2014-08-04","2014-10-12",0.372423378799748,40,NA,3,10,12,3,30,0.0617012070683805,1.94,1440.21673274961,"rural",0.205670690227935,7.5
"AFR::NGA::Kano::Fagge",1,"admin2",273539.225647997,"NGA","2010-09-06","2010-11-14",0.48810784772566,148,NA,6,10,94,8,63.5135135135135,0.343643584488916,1.8,38.5536834701494,"urban",0.541055856429357,4.05405405405405
"AFR::NGA::Kano::Fagge",4,"admin2",312886.148747348,"NGA","2014-01-06","2014-03-23",0.48810784772566,150,NA,0,11,40,3,26.6666666666667,0.127842028674461,1.88,38.5536834701494,"urban",0.479407607529228,0
"AFR::NGA::Kano::Fagge",5,"admin2",339742.871683191,"NGA","2017-12-04","2018-01-14",0.48810784772566,44,NA,0,6,15,3,34.0909090909091,0.0446065980347933,1.81,38.5536834701494,"urban",0.129509707685729,0
"AFR::NGA::Kano::Gaya",1,"admin2",208689.945333473,"NGA","2013-11-25","2013-12-29",0.690341633116676,34,NA,2,5,21,3,61.7647058823529,0.100627751693755,2.17,567.827822137819,"rural",0.162921121789889,5.88235294117647
"AFR::NGA::Kano::Gezawa",1,"admin2",360585.091848209,"NGA","2013-11-25","2014-03-02",0.264612987805929,112,NA,4,14,55,3,49.1071428571429,0.154963651362137,1.85,363.493910252251,"rural",0.310606296632882,3.57142857142857
"AFR::NGA::Kano::Gezawa",2,"admin2",365552.915534578,"NGA","2014-07-14","2015-01-18",0.264612987805929,301,NA,2,27,56,9,18.6046511627907,0.153495116155306,1.64,363.493910252251,"urban",0.823410201939774,0.664451827242525
"AFR::NGA::Kano::Gwale",1,"admin2",621442.903973349,"NGA","2010-10-04","2010-11-14",0.134717979032303,54,NA,0,6,29,4,53.7037037037037,0.0466655903777826,2.3,23.6371989363392,"urban",0.086894547600009,0
"AFR::NGA::Kano::Gwale",3,"admin2",624385.934556588,"NGA","2011-01-03","2011-02-13",0.134717979032303,53,NA,0,6,18,3,33.9622641509434,0.0288283239640605,1.71,23.6371989363392,"urban",0.0848833983386226,0
"AFR::NGA::Kano::Gwale",4,"admin2",670700.435049804,"NGA","2014-01-13","2014-03-02",0.134717979032303,64,NA,0,7,21,3,32.8125,0.0313105507355763,1.69,23.6371989363392,"urban",0.095422630813185,0
"AFR::NGA::Kano::Gwale",5,"admin2",733328.129541482,"NGA","2017-11-27","2018-01-14",0.134717979032303,57,NA,1,7,16,3,28.0701754385965,0.0219553888213605,1.78,23.6371989363392,"urban",0.0777278242901163,1.75438596491228
"AFR::NGA::Kano::Kano Municipal",1,"admin2",378967.897733269,"NGA","2010-10-11","2010-11-14",1.40517289490612,136,NA,5,5,105,3,77.2058823529412,0.277068323274978,1.46,17.1795522259011,"urban",0.358869447289495,3.67647058823529
"AFR::NGA::Kano::Kano Municipal",2,"admin2",389318.151940915,"NGA","2011-01-10","2011-02-20",1.40517289490612,85,NA,1,6,38,3,44.7058823529412,0.0976065457275855,1.45,17.1795522259011,"urban",0.218330431232757,1.17647058823529
"AFR::NGA::Kano::Kano Municipal",3,"admin2",407913.117194052,"NGA","2013-11-18","2014-03-02",1.40517289490612,212,NA,6,15,32,3,15.0943396226415,0.0793779481383767,1.88,17.1795522259011,"urban",0.519718516183797,2.83018867924528
"AFR::NGA::Kano::Kano Municipal",4,"admin2",452356.28499804,"NGA","2017-12-04","2018-02-04",1.40517289490612,203,NA,4,9,70,5,34.4827586206897,0.156047075168771,1.52,17.1795522259011,"urban",0.448761312116797,1.97044334975369
"AFR::NGA::Kano::Kiru",1,"admin2",344690.473836611,"NGA","2014-07-07","2014-08-31",0.127622560818959,74,NA,1,8,40,3,54.0540540540541,0.116046142948994,1.63,827.799121161081,"rural",0.21468536445564,1.35135135135135
"AFR::NGA::Kano::Kumbotso",1,"admin2",821807.084294876,"NGA","2010-08-23","2010-11-14",0.0764979016324267,59,NA,2,12,30,10,50.8474576271186,0.0365049177274256,2,191.647454750947,"urban",0.0717930048639371,3.38983050847458
"AFR::NGA::Kano::Kumbotso",3,"admin2",927305.576637311,"NGA","2013-11-18","2014-05-25",0.0764979016324267,121,NA,0,27,14,4,11.5702479338843,0.0155146964914223,1.91,191.647454750947,"urban",0.130485573524514,0
"AFR::NGA::Kano::Kumbotso",6,"admin2",1012048.07881543,"NGA","2017-12-04","2018-01-14",0.0764979016324267,37,NA,2,6,24,3,64.8648648648649,0.0239617789240403,1.5,191.647454750947,"urban",0.0365595279260914,5.40540540540541
"AFR::NGA::Kano::Kunchi",1,"admin2",127390.686491158,"NGA","2010-08-30","2010-10-03",0.588316918871091,303,NA,0,5,207,3,68.3168316831683,1.6249225567551,2.19,703.948544155584,"rural",2.37850982945312,0
"AFR::NGA::Kano::Kunchi",2,"admin2",142684.065551737,"NGA","2014-07-28","2014-09-14",0.588316918871091,44,NA,1,7,27,3,61.3636363636364,0.189229259031801,1.99,703.948544155584,"rural",0.308373607311083,2.27272727272727
"AFR::NGA::Kano::Madobi",1,"admin2",177868.462978544,"NGA","2014-08-25","2014-09-28",0.312809157721099,40,NA,2,5,17,3,42.5,0.0955762461502279,2.03,266.863109358925,"rural",0.22488528505936,5
"AFR::NGA::Kano::Nassarawa",1,"admin2",199607.363960817,"NGA","2010-10-11","2010-11-14",0.482246342245444,94,NA,0,5,71,3,75.531914893617,0.355698299858002,1.24,41.6839468774449,"urban",0.470924509671158,0
"AFR::NGA::Kano::Nassarawa",2,"admin2",234062.822054574,"NGA","2013-11-11","2014-03-16",0.482246342245444,258,NA,7,18,36,8,13.953488372093,0.156516346386428,2.04,41.6839468774449,"urban",1.10226817627554,2.71317829457364
"AFR::NGA::Kano::Nassarawa",4,"admin2",237306.74000963,"NGA","2014-07-14","2014-08-17",0.482246342245444,27,NA,0,5,19,3,70.3703703703704,0.0800651511171951,1.83,41.6839468774449,"urban",0.113776793692856,0
"AFR::NGA::Kano::Nassarawa",5,"admin2",265952.03758548,"NGA","2017-12-11","2018-01-14",0.482246342245444,66,NA,7,5,27,3,40.9090909090909,0.102690240044665,1.62,41.6839468774449,"urban",0.248165047349136,10.6060606060606
"AFR::NGA::Kano::Rano",1,"admin2",220248.480458586,"NGA","2014-07-21","2014-09-07",0.282329826506339,252,NA,3,7,107,3,42.4603174603175,0.485814929470623,1.51,517.386603291984,"rural",1.14416226379997,1.19047619047619
"AFR::NGA::Kano::Rano",2,"admin2",225950.088992595,"NGA","2015-07-20","2015-08-30",0.282329826506339,34,NA,0,6,16,3,47.0588235294118,0.0708120986866458,1.66,517.386603291984,"rural",0.150475709709122,0
"AFR::NGA::Kano::Rogo",1,"admin2",293666.398846864,"NGA","2014-05-19","2014-10-19",0.264975254649339,259,NA,1,22,40,4,15.4440154440154,0.136208977796123,1.68,811.332711155268,"rural",0.881953131229899,0.386100386100386
"AFR::NGA::Kano::Tarauni",1,"admin2",205527.923313519,"NGA","2010-10-11","2010-11-14",0.145552335507904,31,NA,2,5,19,3,61.2903225806452,0.0924448595289739,2.15,26.6942436962595,"urban",0.150831086599905,6.45161290322581
"AFR::NGA::Kano::Tarauni",2,"admin2",245930.008918678,"NGA","2017-12-04","2018-01-14",0.145552335507904,18,NA,2,6,8,3,44.4444444444444,0.0329964840939405,2.12,26.6942436962595,"urban",0.0731915559192781,11.1111111111111
"AFR::NGA::Kano::Tofa",1,"admin2",130698.951631508,"NGA","2015-06-15","2015-08-16",0.60060042204851,110,NA,0,9,28,5,25.4545454545455,0.21423278190435,1.69,202.904861251958,"rural",0.841628786052802,0
"AFR::NGA::Kano::Tudun Wada",1,"admin2",489774.952082867,"NGA","2014-07-07","2014-09-07",0.169306681285615,149,NA,2,9,50,3,33.5570469798658,0.102087703316319,2.12,2568.24486011794,"rural",0.30422135588263,1.34228187919463
"AFR::NGA::Kano::Ungogo",1,"admin2",591535.7042388,"NGA","2010-10-11","2010-11-14",0.122749275060501,37,NA,4,5,25,3,67.5675675675676,0.0422628758008284,1.65,222.850492013425,"urban",0.0625490561852261,10.8108108108108
"AFR::NGA::Kano::Ungogo",2,"admin2",655011.761763957,"NGA","2013-11-25","2014-03-16",0.122749275060501,189,NA,5,16,49,4,25.9259259259259,0.0766134810598503,2.51,222.850492013425,"urban",0.288544436959453,2.64550264550265
"AFR::NGA::Kano::Wudil",1,"admin2",450418.643806459,"NGA","2013-11-11","2014-10-05",0.372208951564766,743,NA,16,47,78,38,10.4979811574697,0.177169945136097,1.23,791.104213573559,"rural",1.64957647783172,2.15343203230148
"AFR::NGA::Katsina",1,"admin1",8003133.22525463,"NGA","2018-07-02","2018-11-18",0.257697913294399,4153,NA,21,20,585,13,14.0862027450036,0.0730963715753198,1.36,24235.0856299216,"rural",0.518921762653509,0.505658560077053
"AFR::NGA::Katsina",6,"admin1",8570438.4635332,"NGA","2021-06-28","2021-11-28",0.257697913294399,8148,NA,213,22,1367,8,16.7771232204222,0.159501757794134,1.98,24235.0856299216,"rural",0.950709818951428,2.61413843888071
"AFR::NGA::Katsina::Bindawa",1,"admin2",171915.931373412,"NGA","2010-09-06","2010-11-07",0.340856466320791,133,NA,9,9,34,3,25.5639097744361,0.197771083391625,1.51,392.045176566267,"rural",0.773633943855475,6.76691729323308
"AFR::NGA::Katsina::Ingawa",1,"admin2",192710.183030902,"NGA","2010-08-30","2010-11-07",0.241610265123182,127,NA,6,10,45,4,35.4330708661417,0.233511272171767,2.39,762.760323152624,"rural",0.659020701462543,4.7244094488189
"AFR::NGA::Katsina::Kaita",1,"admin2",207644.039724895,"NGA","2010-08-30","2010-10-03",0.162149392216207,157,NA,1,5,84,3,53.5031847133758,0.404538459718327,2.73,968.265798218341,"rural",0.75610164494973,0.636942675159236
"AFR::NGA::Katsina::Katsina",1,"admin2",362317.11384498,"NGA","2010-09-06","2010-11-07",2.16016189590029,138,NA,2,9,35,5,25.3623188405797,0.0966004603773008,1.93,144.923794408267,"urban",0.380881815201929,1.44927536231884
"AFR::NGA::Katsina::Katsina",2,"admin2",439577.582839117,"NGA","2018-07-16","2018-11-18",2.16016189590029,4249,NA,NA,18,631,12,14.8505530713109,1.4354690153318,1.54,144.923794408267,"urban",9.66609801290779,NA
"AFR::NGA::Katsina::Musawa",1,"admin2",177841.481977787,"NGA","2010-08-30","2010-10-31",0.40144790732426,285,NA,10,9,104,4,36.4912280701754,0.584790448456733,2.95,787.812215390718,"rural",1.6025507481747,3.50877192982456
"AFR::NGA::Katsina::Rimi",1,"admin2",186647.998892654,"NGA","2010-08-30","2010-11-21",0.287417406363375,228,NA,16,12,90,3,39.4736842105263,0.482191079111228,1.7,484.948198986804,"rural",1.22155073374845,7.01754385964912
"AFR::NGA::Katsina::Zango",1,"admin2",177769.972394304,"NGA","2010-09-06","2010-11-14",0.198037342187441,93,NA,0,10,38,6,40.8602150537634,0.213759385166094,1.67,645.583504504347,"rural",0.523147968959125,0
"AFR::NGA::Kebbi",1,"admin1",4738589.64719093,"NGA","2021-06-14","2021-08-22",0.0966602282186624,858,NA,55,10,187,7,21.7948717948718,0.0394632187893406,3.26,37200.8929309602,"rural",0.181066533268739,6.41025641025641
"AFR::NGA::Kebbi::Shanga",1,"admin2",149433.713662074,"NGA","2011-08-29","2011-10-02",0.308239355839896,65,NA,9,5,32,3,49.2307692307692,0.214141770393019,1.74,1496.3919302179,"rural",0.434975471110819,13.8461538461538
"AFR::NGA::Kebbi::Shanga",2,"admin2",173948.706838051,"NGA","2017-08-14","2017-11-05",0.308239355839896,167,NA,9,12,43,10,25.748502994012,0.247199308242249,1.63,1496.3919302179,"rural",0.960053127359431,5.38922155688623
"AFR::NGA::Kwara",1,"admin1",3123289.58601788,"NGA","2017-04-24","2017-06-25",0.142136194204077,1070,NA,NA,9,301,6,28.1308411214953,0.0963727479345802,2.19,33432.604786331,"rural",0.342587509269106,NA
"AFR::NGA::Kwara::Asa",1,"admin2",168201.777294723,"NGA","2017-05-22","2017-07-09",0.0215754691563439,18,NA,0,7,8,3,44.4444444444444,0.0475619231179848,1.87,1563.70057716082,"rural",0.107014327015466,0
"AFR::NGA::Kwara::Ilorin East",1,"admin2",278858.416492405,"NGA","2017-05-08","2017-08-13",0.431042764271538,477,NA,0,14,106,4,22.2222222222222,0.380121214677008,1.61,432.680508472579,"rural",1.71054546604654,0
"AFR::NGA::Kwara::Ilorin South",1,"admin2",254860.195088469,"NGA","2013-06-03","2013-07-14",0.178120943519392,7,NA,0,6,3,3,42.8571428571429,0.0117711594741526,1.97,165.650291067095,"urban",0.0274660387730226,0
"AFR::NGA::Kwara::Ilorin South",2,"admin2",278994.399659036,"NGA","2017-05-15","2017-07-30",0.178120943519392,196,NA,2,11,47,4,23.9795918367347,0.168462162887282,2.47,165.650291067095,"urban",0.702523062253345,1.02040816326531
"AFR::NGA::Kwara::Ilorin West",1,"admin2",487387.34512256,"NGA","2017-05-15","2017-07-30",0.365499065333883,658,NA,12,11,169,4,25.6838905775076,0.346746795318419,1.43,97.993090446058,"urban",1.35005556993799,1.82370820668693
"AFR::NGA::Kwara::Moro",1,"admin2",145868.443609004,"NGA","2017-05-15","2017-07-09",0.0721341911853352,44,NA,1,8,14,4,31.8181818181818,0.0959768929702612,2.22,3170.576096693,"rural",0.301641663620821,2.27272727272727
"AFR::NGA::Kwara|Lagos|Zamfara",1,"admin1 composite",19704592.6115665,"NGA","2017-05-01","2017-08-06",0.284990667439816,1786,NA,26.5,14,346,6,19.3729003359462,0.0175593582075328,1.52,0.0714851121082178,"urban",0.0906387680885942,1.48376259798432
"AFR::NGA::Lagos",1,"admin1",13312222.5185194,"NGA","2021-05-17","2022-01-02",0.0766805804943927,2316.5,NA,11,33,182,29,7.85668033671487,0.0136716464697618,1.48,3768.72761019338,"urban",0.174013016742875,0.474854306065185
"AFR::NGA::Lagos::Kosofe",1,"admin2",918289.110294556,"NGA","2016-09-19","2016-11-20",0.00527709004579469,15,NA,0,9,8,3,53.3333333333333,0.00871185328271384,1.94,73.8008945961881,"urban",0.0163347249050885,0
"AFR::NGA::Lagos::Lagos Island",1,"admin2",687539.443435203,"NGA","2016-09-12","2016-10-30",0.0384311704797964,42,NA,2,7,13,3,30.952380952381,0.0189080061138706,2.07,59.7201378094694,"urban",0.0610874043678896,4.76190476190476
"AFR::NGA::Nasarawa",1,"admin1",2719724.06677516,"NGA","2021-01-25","2022-01-09",0.178350778914923,1149,NA,80,50,98,26,8.52915578764143,0.0360491559334585,1.92,26255.7523514797,"rural",0.422469328428011,6.96257615317668
"AFR::NGA::Nasarawa::Keffi",1,"admin2",118501.993494451,"NGA","2015-08-03","2015-09-13",0.188849415930817,44,NA,0,6,14,3,31.8181818181818,0.118141472452576,1.67,157.54001756974,"rural",0.371301770565239,0
"AFR::NGA::Nasarawa::Obi",1,"admin2",190710.016372663,"NGA","2015-07-27","2015-09-13",0.364402679542879,83,NA,0,7,27,3,32.5301204819277,0.141576203041375,1.64,988.020301227573,"rural",0.435215735275338,0
"AFR::NGA::Nasarawa::Toto",1,"admin2",160687.636870622,"NGA","2017-11-27","2018-01-14",0.460765172857702,137,NA,6,7,64,3,46.7153284671533,0.400832443316218,1.45,2726.30226639052,"rural",0.852585815984744,4.37956204379562
"AFR::NGA::Niger",1,"admin1",6149845.90439234,"NGA","2021-05-31","2021-10-31",0.188167150730029,2815,NA,170,22,314,10,11.1545293072824,0.0510581898931378,1.89,70954.7992096592,"rural",0.457735046334977,6.03907637655417
"AFR::NGA::Niger::Agaie",1,"admin2",157240.685957881,"NGA","2011-08-15","2011-09-25",0.0538521050318496,23,NA,0,6,10,4,43.4782608695652,0.0635967716566604,2.05,1861.20525462481,"rural",0.146272574810319,0
"AFR::NGA::Niger::Kontagora",1,"admin2",180900.517331201,"NGA","2011-07-04","2011-10-23",1.02527347104525,918,NA,32,16,136,8,14.8148148148148,0.751794422737911,2.26,2013.4338117062,"rural",5.0746123534809,3.48583877995643
"AFR::NGA::Niger::Magama",1,"admin2",216041.653944381,"NGA","2011-08-08","2011-10-23",0.255700391453645,220,NA,10,11,70,3,31.8181818181818,0.324011590922282,3,3749.74317119979,"rural",1.0183221428986,4.54545454545455
"AFR::NGA::Niger::Mashegu",1,"admin2",256160.459989687,"NGA","2011-07-18","2011-09-25",0.0740069609566138,85,NA,6,10,41,7,48.2352941176471,0.160055927451296,1.88,9077.7448575684,"rural",0.331823264228297,7.05882352941176
"AFR::NGA::Ogun::Abeokuta South",1,"admin2",312676.835278635,"NGA","2013-06-24","2013-08-18",0.0807824447542903,122,NA,3,8,41,4,33.6065573770492,0.131125799464689,2.63,69.7908915398897,"urban",0.390179208163222,2.45901639344262
"AFR::NGA::Ondo",1,"admin1",5330561.34689105,"NGA","2022-01-31","2022-03-27",0.010204864829574,32,NA,NA,8,10,3,31.25,0.00187597503325467,1.89,15048.7136059406,"rural",0.00600312010641494,NA
"AFR::NGA::Ondo",2,"admin1",5330561.34689105,"NGA","2022-06-06","2022-07-10",0.010204864829574,38,NA,NA,5,16,3,42.1052631578947,0.00300156005320747,1.63,15048.7136059406,"rural",0.00712870512636775,NA
"AFR::NGA::Osun",1,"admin1",5006817.42870351,"NGA","2021-10-25","2021-12-12",0.00543908191763316,28,NA,0,7,10,5,35.7142857142857,0.00199727674164253,1.83,8521.00525031807,"rural",0.0055923748765991,0
"AFR::NGA::Osun::Ife Central",1,"admin2",405382.330464249,"NGA","2010-08-16","2010-09-26",0.0260506701415397,44,NA,0,6,16,3,36.3636363636364,0.0394689131656937,2.38,171.811475519817,"urban",0.108539511205658,0
"AFR::NGA::Oyo",1,"admin1",8594049.68931926,"NGA","2021-08-30","2021-11-21",0.00966239165004167,169,NA,8,12,57,3,33.7278106508876,0.00663249597809982,1.64,27648.0477368551,"rural",0.0196647687771731,4.73372781065089
"AFR::NGA::Oyo::Ibadan South East",1,"admin2",204648.231832881,"NGA","2011-07-11","2011-09-11",0.0807837815965917,75,NA,2,9,23,6,30.6666666666667,0.112387973226088,2,84.8746761937648,"urban",0.366482521389416,2.66666666666667
"AFR::NGA::Oyo::Irepo",1,"admin2",137957.826091703,"NGA","2011-06-27","2011-11-13",0.438422905617092,298,NA,7,20,50,7,16.7785234899329,0.362429601976796,2.3,978.726740413141,"rural",2.16008042778171,2.3489932885906
"AFR::NGA::Oyo::Ona ara",1,"admin2",314801.535649017,"NGA","2011-08-01","2011-09-11",0.0133533038789652,19,NA,2,6,8,4,42.1052631578947,0.0254128366416849,1.97,309.126828932928,"urban",0.0603554870240016,10.5263157894737
"AFR::NGA::Oyo::Saki West",1,"admin2",256927.162889338,"NGA","2011-05-16","2011-11-13",0.298636038490846,363,NA,8,26,53,8,14.6005509641873,0.206284144517751,1.75,1879.4658690772,"rural",1.41285178226309,2.20385674931129
"AFR::NGA::Plateau",1,"admin1",4619984.69495957,"NGA","2021-05-03","2021-08-01",0.11871594343764,971,NA,18,13,197,6,20.2883625128733,0.0426408339003651,2.62,26025.8851879811,"rural",0.210173856432764,1.85375901132853
"AFR::NGA::Plateau::Jos North",1,"admin2",328966.668149061,"NGA","2014-04-07","2014-06-22",0.675320291632321,385,NA,13,11,158,3,41.038961038961,0.480291820715427,1.54,262.197542544732,"urban",1.17033133528759,3.37662337662338
"AFR::NGA::Plateau::Jos North",2,"admin2",334022.348291079,"NGA","2015-06-08","2015-07-12",0.675320291632321,57,NA,1,5,29,3,50.8771929824561,0.0868205380519282,2.09,262.197542544732,"urban",0.170647264446893,1.75438596491228
"AFR::NGA::Rivers",1,"admin1",7906987.45488348,"NGA","2021-05-31","2021-08-08",0.00745331031258057,59,NA,5,10,20,5,33.8983050847458,0.00252940833839918,1.98,9669.00262067231,"rural",0.00746175459827759,8.47457627118644
"AFR::NGA::Rivers",4,"admin1",7906987.45488348,"NGA","2021-10-18","2021-12-26",0.00745331031258057,25,NA,3,10,8,8,32,0.00101176333535967,2.15,9669.00262067231,"rural",0.00316176042299898,12
"AFR::NGA::Sokoto",1,"admin1",5584604.21436557,"NGA","2021-02-15","2021-10-17",0.630051249020482,8035,NA,406,35,1153,27,14.3497199751089,0.206460468055029,1.65,31040.9089965205,"rural",1.4387769824997,5.05289359054138
"AFR::NGA::Sokoto::Goronyo",1,"admin2",213604.997861411,"NGA","2011-08-15","2011-11-06",0.269075842839277,282,NA,9,12,152,3,53.9007092198582,0.711593836856847,1.41,1645.40958930346,"rural",1.32019382890547,3.19148936170213
"AFR::NGA::Sokoto::Gwadabawa",1,"admin2",239668.236937904,"NGA","2011-08-08","2011-11-06",0.781490236210574,618,NA,22,13,136,4,22.0064724919094,0.567451080450167,1.87,1006.30469480819,"rural",2.5785644685162,3.55987055016181
"AFR::NGA::Sokoto::Rabah",1,"admin2",174952.721776898,"NGA","2011-08-08","2011-09-11",0.197057845693747,158,NA,4,5,71,3,44.9367088607595,0.405823923622865,1.62,2644.87542839718,"rural",0.903101125808629,2.53164556962025
"AFR::NGA::Taraba",1,"admin1",3244723.90567161,"NGA","2021-08-09","2021-12-05",0.0397008464900856,141,NA,23,17,31,3,21.9858156028369,0.00955397158624608,2.49,58795.0181143143,"rural",0.043455161085829,16.3120567375887
"AFR::NGA::Taraba::Jalingo",1,"admin2",159966.272750689,"NGA","2010-05-10","2010-08-22",0.360014678728802,269,NA,11,15,43,6,15.9851301115242,0.26880666318341,1.66,190.441550866127,"rural",1.68160447433343,4.08921933085502
"AFR::NGA::Taraba::Takum",1,"admin2",180557.340348842,"NGA","2011-06-06","2011-07-31",0.0815459073536418,71,NA,0,8,35,3,49.2957746478873,0.193844237694126,2.23,2386.482516764,"rural",0.393226882179512,0
"AFR::NGA::Yobe",1,"admin1",3702761.53612504,"NGA","2021-07-19","2021-12-05",0.686090175420397,3930.5,NA,101,20,573,5,14.5782979264725,0.154749365955564,1.43,45750.4249661379,"rural",1.06150503121875,2.5696476275283
"AFR::NGA::Yobe::Gujba",1,"admin2",156866.59824903,"NGA","2011-07-11","2011-10-23",0.88725462716914,636,NA,11,15,87,6,13.6792452830189,0.554611376616234,2.66,3468.99547750066,"rural",4.05440040836695,1.72955974842767
"AFR::NGA::Yobe::Gulani",1,"admin2",123910.409319553,"NGA","2011-08-08","2011-10-30",1.43826990695873,163,NA,14,12,48,3,29.4478527607362,0.387376655953196,1.76,2319.25502847078,"rural",1.31546656084106,8.58895705521472
"AFR::NGA::Yobe::Potiskum",1,"admin2",244844.685875853,"NGA","2011-09-12","2011-11-06",0.776672534914744,243,NA,3,8,62,3,25.5144032921811,0.253221750671104,1.62,551.55059968625,"rural",0.992465893759327,1.23456790123457
"AFR::NGA::Zamfara",1,"admin1",4605487.31672015,"NGA","2018-07-23","2018-11-04",1.40003994410732,5235,NA,25,15,1040,8,19.8662846227316,0.225817579873534,1.21,34283.7797116934,"rural",1.13668752945957,0.477554918815664
"AFR::NGA::Zamfara",4,"admin1",4941019.22976536,"NGA","2021-07-12","2021-10-31",1.40003994410732,8799,NA,251,16,1233,10,14.0129560177293,0.249543655400538,1.46,34283.7797116934,"rural",1.78080666980481,2.85259688600977
