"location","outbreak_number","spatial_scale","outbreak_pop","country","start_date","end_date","weekly_threshold_per_10e5","Total_sCh","Total_cCh","Total_deaths","Duration_weeks","peak_week_incidence","time_to_peak_week","peak_week_incidence_per_100percent","peak_week_incidence_per_10e3","mean_R0_1st_week","area_per_1km2","rural_urban","AR_per_10e3","CFR_per_100percent"
"AFR::COD::Haut-Lomami::Kinkondja Health District",1,"admin2",171123.046629874,"COD","2015-01-19","2015-05-10",5.24703572344061,208,NA,2,16,28,3,13.4615384615385,0.163624950300014,1.64,4170.82197821263,"rural",1.2154996308001,0.961538461538462
"AFR::COD::Haut-Lomami::Kinkondja Health District",2,"admin2",181766.483502395,"COD","2016-02-01","2016-06-05",5.24703572344061,663,NA,15,18,78,3,11.7647058823529,0.429122016870466,1.75,4170.82197821263,"rural",3.64753714339896,2.26244343891403
"AFR::COD::Haut-Lomami::Kinkondja Health District",3,"admin2",199746.483485865,"COD","2017-05-29","2017-10-01",5.24703572344061,533,NA,12,18,92,3,17.2607879924953,0.46058382803275,1.58,4170.82197821263,"rural",2.66838239501582,2.25140712945591
"AFR::COD::Haut-Lomami::Kinkondja Health District",4,"admin2",234259.892740194,"COD","2019-08-26","2020-01-12",5.24703572344061,519,NA,19,20,66,5,12.7167630057803,0.286387842511216,2.09,4170.82197821263,"rural",2.21548808005132,3.66088631984586
"AFR::COD::Haut-Lomami::Lwamba Health District",1,"admin2",327506.108134273,"COD","2017-03-13","2017-04-16",0.269164517110001,6,NA,0,5,3,3,50,0.00916013449975121,1.97,9335.40118420152,"rural",0.0183202689995024,0
"AFR::COD::Haut-Lomami::Malemba Nkulu Health District",1,"admin2",330337.797392516,"COD","2014-12-29","2015-04-19",1.496431437746,96,NA,0,16,13,3,13.5416666666667,0.0424111948712916,1.7,1962.80153541489,"rural",0.290611612591006,0
"AFR::COD::Haut-Lomami::Malemba Nkulu Health District",3,"admin2",354612.027647912,"COD","2016-05-09","2016-06-12",1.496431437746,25,NA,1,5,10,3,40,0.0281998331143151,1.79,1962.80153541489,"rural",0.0704995827857877,4
"AFR::COD::Haut-Lomami::Malemba Nkulu Health District",4,"admin2",400123.633245763,"COD","2017-06-12","2018-01-28",1.496431437746,965,NA,22,33,124,15,12.8497409326425,0.313008362312876,1.75,1962.80153541489,"rural",2.41175456738712,2.27979274611399
"AFR::COD::Haut-Lomami::Malemba Nkulu Health District",7,"admin2",456093.085552853,"COD","2019-08-26","2020-01-12",1.496431437746,469.5,NA,9,20,65,7,13.8445154419595,0.142709880461674,2.01,1962.80153541489,"rural",1.02939512759966,1.91693290734824
"AFR::COD::Haut-Lomami::Mukanga Health District",1,"admin2",754501.771924139,"COD","2017-07-10","2018-02-04",0.203959409341311,189,NA,4,30,36,4,19.047619047619,0.0481971831005862,2.21,4459.3523900511,"rural",0.250496429608124,2.11640211640212
"AFR::COD::Haut-Lomami::Mukanga Health District",5,"admin2",861163.714450767,"COD","2019-10-21","2020-02-02",0.203959409341311,108,NA,2,15,27,3,25,0.0318493700483333,1.8,4459.3523900511,"rural",0.125411693720607,1.85185185185185
"AFR::COD::Haut-Lomami::Mulongo Health District",1,"admin2",400018.469998058,"COD","2017-08-14","2018-01-21",1.66692450170381,1610,NA,19,23,173,3,10.7453416149068,0.435906683885781,2.63,4200.02626817002,"rural",4.02481415422597,1.18012422360248
"AFR::COD::Ituri",1,"admin1",4851809.84135849,"COD","2018-02-19","2018-08-26",0.100402256625807,875,NA,NA,27,151,7,17.2571428571429,0.0311224068826491,2.01,64941.3503326001,"rural",0.180345072995483,NA
"AFR::COD::Ituri::Angumu Health District",1,"admin2",49580.0056269882,"COD","2016-06-20","2016-07-24",2.7808132557263,9,NA,1,5,4,3,44.4444444444444,0.0806776834616302,1.86,782.995504576178,"rural",0.181524787788668,11.1111111111111
"AFR::COD::Ituri::Angumu Health District",2,"admin2",51374.4052102336,"COD","2017-09-04","2017-10-08",2.7808132557263,39,NA,3,5,19,3,48.7179487179487,0.369833965420105,2.11,782.995504576178,"rural",0.759132876388637,7.69230769230769
"AFR::COD::Ituri::Angumu Health District",3,"admin2",57502.2668394213,"COD","2018-03-12","2018-09-16",2.7808132557263,182.5,NA,0,27,28,3,15.3424657534247,0.486937325065667,2.39,782.995504576178,"rural",3.17378792230301,0
"AFR::COD::Ituri::Bunia Health District",1,"admin2",133525.371461708,"COD","2015-10-19","2016-05-29",1.42209632072902,298,NA,3,32,76,17,25.503355704698,0.589886846890528,1.8,121.586352561582,"urban",2.23178559054195,1.00671140939597
"AFR::COD::Ituri::Fataki Health District",1,"admin2",120511.047803648,"COD","2017-11-13","2017-12-31",0.618738495675441,57,NA,2,7,22,3,38.5964912280702,0.182555876834174,2.06,392.958594287222,"rural",0.472985680888543,3.50877192982456
"AFR::COD::Ituri::Nyarambe Health District",1,"admin2",187680.217246524,"COD","2016-05-23","2016-07-24",1.85360096705526,163,NA,4,9,54,3,33.1288343558282,0.287723452115729,2.37,572.929275899668,"rural",0.868498568423406,2.45398773006135
"AFR::COD::Ituri::Nyarambe Health District",2,"admin2",201824.53158201,"COD","2017-05-08","2017-08-06",1.85360096705526,183,NA,4,13,44,4,24.0437158469945,0.218011158777895,1.84,572.929275899668,"rural",0.90672822855352,2.18579234972678
"AFR::COD::Ituri::Tchomia Health District",1,"admin2",44410.3120995299,"COD","2015-04-27","2015-06-14",9.77003138456349,70,NA,1,7,17,3,24.2857142857143,0.38279397726142,1.65,929.659088733992,"rural",1.57621049460585,1.42857142857143
"AFR::COD::Ituri::Tchomia Health District",2,"admin2",44410.3120995299,"COD","2015-09-21","2016-01-03",9.77003138456349,235,NA,2,15,48,3,20.4255319148936,1.08083005344401,1.67,929.659088733992,"rural",5.29156380331963,0.851063829787234
"AFR::COD::Ituri::Tchomia Health District",3,"admin2",49274.6848273638,"COD","2017-11-20","2018-01-28",9.77003138456349,65,NA,0,10,17,3,26.1538461538462,0.353785799203957,1.93,929.659088733992,"rural",1.31913578397773,0
"AFR::COD::Kasai Central",1,"admin1",5610444.90732701,"COD","2019-09-16","2019-12-01",0.0019928007166724,14,NA,0,11,4,3,28.5714285714286,0.000712955935950135,2.02,57075.5125951636,"rural",0.00249534577582547,0
"AFR::COD::Kasai Oriental",1,"admin1",4387629.98358356,"COD","2018-02-19","2018-12-16",0.874671688229948,5772.28333333333,NA,45,43,488,30,8.45419345897204,0.111221776181188,1.61,10199.0437335927,"rural",1.31558115769345,0.779587511585537
"AFR::COD::Kasai Oriental",7,"admin1",4499865.1448741,"COD","2019-08-12","2019-10-06",0.874671688229948,723.690476190476,NA,41.0666666666667,8,206.4,5,28.5204803421615,0.0458680412312167,1.32,10199.0437335927,"rural",0.160824925390231,5.67461753577891
"AFR::COD::Kasai Oriental::Bibanga Health District",1,"admin2",6519.26742338318,"COD","2018-10-15","2018-12-16",4.34595985042137,82,NA,8,9,23,3,28.0487804878049,3.52800376273936,2.29,1919.4927448185,"rural",12.5781003715055,9.75609756097561
"AFR::COD::Kasai Oriental::Bibanga Health District",2,"admin2",6564.04571775354,"COD","2019-11-11","2019-12-22",4.34595985042137,14,NA,0,6,5,3,35.7142857142857,0.761725346683171,1.83,1919.4927448185,"rural",2.13283097071288,0
"AFR::COD::Kasai Oriental::Bonzola Health District",1,"admin2",631673.184767417,"COD","2018-02-12","2019-01-20",0.119107694123188,364.333333333333,NA,8,49,40,12,10.9789569990851,0.0633670609235698,2.32,29.4339043499919,"urban",0.576775050958481,2.19579139981702
"AFR::COD::Kasai Oriental::Bonzola Health District",6,"admin2",638006.8462457,"COD","2019-08-05","2020-02-09",0.119107694123188,63.5,NA,1,27,10,6,15.748031496063,0.0160934295198257,1.89,29.4339043499919,"urban",0.099528712542288,1.5748031496063
"AFR::COD::Kasai Oriental::Dibindi Health District",1,"admin2",229345.86062905,"COD","2018-08-20","2018-12-16",0.180257011066195,118.8,NA,2,17,32.8,3,27.6094276094276,0.143015443618804,1.49,4.67913351813491,"urban",0.517994960424205,1.68350168350168
"AFR::COD::Kasai Oriental::Dibindi Health District",2,"admin2",241006.87172982,"COD","2019-08-19","2020-06-28",0.180257011066195,59,NA,5,45,15,4,25.4237288135593,0.0630599619714343,1.94,4.67913351813491,"urban",0.244806297747982,8.47457627118644
"AFR::COD::Kasai Oriental::Diulu Health District",1,"admin2",310072.120739958,"COD","2018-06-04","2018-12-02",0.291851377594734,309,NA,19,26,56,3,18.1229773462783,0.180603144411569,2.12,9.07961944642638,"urban",0.996542350413836,6.14886731391586
"AFR::COD::Kasai Oriental::Diulu Health District",4,"admin2",331675.317667125,"COD","2019-08-12","2020-01-12",0.291851377594734,77,NA,1,22,20,3,25.974025974026,0.0604521212550925,2.26,9.07961944642638,"urban",0.232154748630643,1.2987012987013
"AFR::COD::Kasai Oriental::Kansele Health District",1,"admin2",178093.683527574,"COD","2019-08-05","2019-12-22",0.0895397891320086,33,NA,2,20,10.5,6,31.8181818181818,0.0589577338848984,1.9,4.37477756637557,"urban",0.185295735066823,6.06060606060606
"AFR::COD::Kasai Oriental::Kasansa Health District",1,"admin2",215637.138410146,"COD","2018-08-27","2019-02-03",0.577380956229747,603.333333333333,NA,25,23,62,10,10.2762430939227,0.288975419642848,1.74,1324.3137633544,"rural",2.7979101270848,4.14364640883978
"AFR::COD::Kasai Oriental::Kasansa Health District",3,"admin2",220795.7248202,"COD","2019-08-26","2019-11-03",0.577380956229747,60.5,NA,3,10,14,6,23.1404958677686,0.0634070248026794,1.77,1324.3137633544,"rural",0.274008928611579,4.95867768595041
"AFR::COD::Kasai Oriental::Lukelenge Health District",1,"admin2",396928.94835594,"COD","2018-07-02","2019-03-03",0.103204898474669,76.3333333333333,NA,4.5,35,16.6666666666667,3,21.8340611353712,0.0422861518765879,1.84,19.1327231717766,"urban",0.192309816780817,5.89519650655022
"AFR::COD::Kasai Oriental::Mpokolo Health District",1,"admin2",162946.007362066,"COD","2018-06-04","2018-11-18",0.120152334984892,94.3333333333333,NA,2,24,19,12,20.1413427561837,0.116603041139768,1.87,19.8370629684906,"urban",0.578923870922007,2.12014134275618
"AFR::COD::Kasai Oriental::Mukumbi Health District",1,"admin2",225611.875074273,"COD","2019-08-12","2019-10-06",0.178620058182151,53.5,NA,3,8,21,3,39.2523364485981,0.0930802068511981,1.65,1488.03703761629,"rural",0.237132907930433,5.60747663551402
"AFR::COD::Kasai Oriental::Muya Health District",1,"admin2",280153.686007138,"COD","2018-02-19","2018-12-23",0.652149467539924,625,NA,33,44,111,17,17.76,0.396211099636118,2.32,9.43686261405209,"urban",2.23091835380697,5.28
"AFR::COD::Kasai Oriental::Muya Health District",5,"admin2",281786.156475922,"COD","2019-08-19","2019-11-03",0.652149467539924,355,NA,23,11,100,3,28.169014084507,0.35487903753194,2.45,9.43686261405209,"urban",1.25982058323839,6.47887323943662
"AFR::COD::Kasai Oriental::Nzaba Health District",1,"admin2",384392.823772896,"COD","2019-09-02","2019-11-03",0.239796802886186,16,NA,0,9,5,3,31.25,0.0130075269119854,2,27.7285825147751,"urban",0.0416240861183533,0
"AFR::COD::Kasai Oriental::Tshilenge Health District",1,"admin2",312199.215720307,"COD","2018-06-25","2019-01-27",0.459150205648109,800.833333333333,NA,21.5,31,106,12,13.2362122788762,0.340280856316768,1.73,566.937896273432,"rural",2.56513563458399,2.684703433923
"AFR::COD::Kasai Oriental::Tshishimbi Health District",1,"admin2",182007.697594346,"COD","2018-08-13","2018-12-23",0.285399541949178,165.333333333333,NA,4.5,19,22,6,13.3064516129032,0.120874008576456,1.78,673.966189507912,"rural",0.90838648869579,2.72177419354839
"AFR::COD::Kasai Oriental::Tshishimbi Health District",4,"admin2",182559.181544263,"COD","2019-04-29","2019-12-01",0.285399541949178,131.5,NA,12.5,31,31.5,3,23.9543726235741,0.172546785834283,1.64,673.966189507912,"rural",0.720314359911371,9.50570342205323
"AFR::COD::Kasai::Bulape Health District",1,"admin2",142424.170851621,"COD","2017-11-20","2018-04-15",0.855854271365447,92,NA,6,21,12,3,13.0434782608696,0.0868428638138792,1.98,3989.67188001178,"rural",0.645957771422426,6.52173913043478
"AFR::COD::Kasai::Dekese Health District",1,"admin2",188965.929299242,"COD","2017-12-04","2018-02-25",4.94204164152192,596,NA,30,12,98,6,16.4429530201342,0.535081664850953,2.09,25677.4039792441,"rural",3.15400772091665,5.03355704697987
"AFR::COD::Kasai::Dekese Health District",2,"admin2",191874.087300146,"COD","2018-09-03","2018-10-21",4.94204164152192,102,NA,2,7,29,3,28.4313725490196,0.151140784084282,1.62,25677.4039792441,"rural",0.531598619882647,1.96078431372549
"AFR::COD::Kasai::Ilebo Health District",1,"admin2",98476.8298402568,"COD","2017-10-16","2017-12-24",3.6504131083499,156,NA,6,10,33,3,21.1538461538462,0.335104207289477,1.76,1425.56273616933,"rural",1.58412897991389,3.84615384615385
"AFR::COD::Kasai::Ilebo Health District",2,"admin2",103213.725362905,"COD","2018-06-18","2018-11-18",3.6504131083499,180,NA,17,22,26,3,14.4444444444444,0.251904481778781,2.07,1425.56273616933,"rural",1.74395410462233,9.44444444444444
"AFR::COD::Kasai::Mikope Health District",1,"admin2",398057.927648374,"COD","2017-10-16","2018-01-14",0.397661465959413,88,NA,4,13,16,8,18.1818181818182,0.0405346946512338,1.96,11477.7931494988,"rural",0.221073351107166,4.54545454545455
"AFR::COD::Kasai::Mikope Health District",3,"admin2",437692.455544637,"COD","2019-09-16","2019-10-20",0.397661465959413,11,NA,0,5,5,3,45.4545454545455,0.011423546229003,1.85,11477.7931494988,"rural",0.0251318017038066,0
"AFR::COD::Kasai::Mushenge Health District",1,"admin2",212225.123927867,"COD","2017-10-16","2018-01-28",1.85235922013596,412,NA,29,15,89,5,21.6019417475728,0.427486874167012,2.48,6270.02668326664,"rural",1.94133471275547,7.03883495145631
"AFR::COD::Kasai::Mushenge Health District",2,"admin2",223312.015987932,"COD","2018-08-13","2018-11-11",1.85235922013596,96,NA,3,13,15,3,15.625,0.0671705905911066,1.84,6270.02668326664,"rural",0.429891779783082,3.125
"AFR::COD::Katanga::Ankoro Health District",1,"admin2",195321.720575181,"COD","2012-11-05","2013-03-24",1.03250971663101,182.333333333333,NA,10,20,26,12,14.2595978062157,0.139002712428397,1.71,8286.64782679534,"rural",0.933502596620591,5.48446069469835
"AFR::COD::Katanga::Ankoro Health District",4,"admin2",213651.372042129,"COD","2014-10-27","2015-01-04",1.03250971663101,137,NA,4,10,41,3,29.9270072992701,0.191901412137505,2.35,8286.64782679534,"rural",0.641231547874102,2.91970802919708
"AFR::COD::Katanga::Bukama Health District",1,"admin2",242407.298818693,"COD","2012-04-16","2012-07-08",1.81733437431447,277,NA,7,12,63,4,22.7436823104693,0.259893164549968,2.19,5494.05509677432,"rural",1.14270486635462,2.52707581227437
"AFR::COD::Katanga::Bukama Health District",3,"admin2",227732.488937289,"COD","2013-02-04","2013-04-21",1.81733437431447,229,NA,11,11,52,5,22.707423580786,0.228338083172311,1.93,5494.05509677432,"rural",1.00556578935498,4.80349344978166
"AFR::COD::Katanga::Bukama Health District",6,"admin2",250572.925543637,"COD","2014-01-13","2014-04-27",1.81733437431447,390,NA,7,15,71,6,18.2051282051282,0.283350644711355,1.4,5494.05509677432,"rural",1.55643311883702,1.79487179487179
"AFR::COD::Katanga::Bunkeya Health District",1,"admin2",53031.9156695052,"COD","2014-02-10","2014-06-15",0.478088053841596,64.3333333333333,NA,2.33333333333333,18,22,4,34.1968911917099,0.414844527531383,2.08,3414.43608908741,"rural",1.21310596687207,3.62694300518135
"AFR::COD::Katanga::Butumba Health District",1,"admin2",80571.4841689887,"COD","2010-05-24","2010-08-22",4.64409870394031,222.666666666667,NA,12.6666666666667,13,45.3333333333333,4,20.3592814371257,0.562647365887568,1.98,5478.20929056562,"rural",2.76359147362423,5.68862275449102
"AFR::COD::Katanga::Butumba Health District",3,"admin2",103252.399781012,"COD","2012-07-02","2013-05-05",4.64409870394031,569.666666666667,NA,23.6666666666667,44,62,27,10.8835576360445,0.790935734843279,1.84,5478.20929056562,"rural",5.51722447008371,4.15447630193095
"AFR::COD::Katanga::Butumba Health District::Balongo",1,"admin3",1036.1450379867,"COD","2010-05-24","2010-07-04",56.2157083401519,38,NA,2,6,20,3,52.6315789473684,19.3023170181477,1.82,173.106702010361,"rural",36.6744023344806,5.26315789473684
"AFR::COD::Katanga::Butumba Health District::Balongo",2,"admin3",1177.37174407284,"COD","2012-01-02","2012-07-08",56.2157083401519,64,NA,0,27,7,3,10.9375,5.94544589271791,2.07,173.106702010361,"rural",54.3583624477066,0
"AFR::COD::Katanga::Butumba Health District::Kilumbe",1,"admin3",6069.84451222725,"COD","2010-05-24","2010-07-11",20.2282214631054,92,NA,5,7,33,4,35.8695652173913,5.43671257699006,1.88,200.796087487999,"rural",15.1568956691844,5.43478260869565
"AFR::COD::Katanga::Butumba Health District::Kilumbe",3,"admin3",6289.78149500247,"COD","2012-04-02","2012-06-03",20.2282214631054,35,NA,0,9,10,4,28.5714285714286,1.58988034925307,1.91,200.796087487999,"rural",5.56458122238573,0
"AFR::COD::Katanga::Kabondo Dianda Health District",1,"admin2",198887.059502665,"COD","2012-04-30","2013-05-05",2.83393902338935,744.25,NA,47.6666666666667,53,59,40,7.927443735304,0.29959456355578,1.66,4590.08303432233,"rural",3.74207352585465,6.40465793304221
"AFR::COD::Katanga::Kabondo Dianda Health District",4,"admin2",221387.839110873,"COD","2014-02-03","2014-06-29",2.83393902338935,605,NA,37,21,156,5,25.7851239669421,0.704645750310946,1.29,4590.08303432233,"rural",2.73276076242386,6.11570247933884
"AFR::COD::Katanga::Kalemie Health District",1,"admin2",203741.302893494,"COD","2010-03-08","2010-04-18",6.2084651882645,132,NA,2,6,53,3,40.1515151515151,0.260133803246099,1.51,9371.31603611822,"rural",0.647880415631793,1.51515151515152
"AFR::COD::Katanga::Kalemie Health District",2,"admin2",213645.39751795,"COD","2010-09-13","2011-06-05",6.2084651882645,779,NA,10,38,39,3,5.00641848523748,0.191419213709393,1.59,9371.31603611822,"rural",3.64622879336565,1.28369704749679
"AFR::COD::Katanga::Kalemie Health District",6,"admin2",231678.406107615,"COD","2011-10-17","2012-06-10",6.2084651882645,720.666666666667,NA,6,34,58,12,8.04810360777058,0.262623620789389,1.48,9371.31603611822,"rural",3.11063373913197,0.832562442183164
"AFR::COD::Katanga::Kalemie Health District",9,"admin2",245230.708666867,"COD","2012-11-12","2013-03-24",6.2084651882645,426,NA,5,19,69,10,16.1971830985916,0.291313800162233,1.68,9371.31603611822,"rural",1.73713970128716,1.17370892018779
"AFR::COD::Katanga::Kalemie Health District",10,"admin2",262408.616192509,"COD","2013-11-04","2014-02-23",6.2084651882645,391,NA,5.33333333333333,16,68,7,17.3913043478261,0.270571424528546,1.6,9371.31603611822,"rural",1.49004253622965,1.36402387041773
"AFR::COD::Katanga::Kalemie Health District::Bwana Kutcha",1,"admin3",8567.91619494303,"COD","2010-01-18","2010-04-04",7.76962125490492,25,NA,0,11,5,3,20,0.583572468058349,2.09,4.27744939667846,"urban",2.91786234029174,0
"AFR::COD::Katanga::Kalemie Health District::Clinique",1,"admin3",7672.77432185805,"COD","2012-08-27","2013-01-06",16.8290146637274,37,NA,0,19,6,14,16.2162162162162,0.78198572619389,1.85,4.46155989518991,"urban",4.82224531152899,0
"AFR::COD::Katanga::Kalemie Health District::Kataki",1,"admin3",1341.41697597052,"COD","2010-03-01","2010-05-23",103.603539627137,26,NA,0,12,5,3,19.2307692307692,3.72740176214222,1.86,1.30388414248875,"urban",19.3824891631395,0
"AFR::COD::Katanga::Kalemie Health District::Kataki",2,"admin3",1356.8755971137,"COD","2012-11-05","2013-01-06",103.603539627137,40,NA,0,9,12,4,30,8.84384686814766,1.88,1.30388414248875,"urban",29.4794895604922,0
"AFR::COD::Katanga::Kalemie Health District::Mutakuya",1,"admin3",19831.2999855684,"COD","2010-11-29","2011-01-30",5.01210048944499,34,NA,0,9,13,4,38.2352941176471,0.699828148450666,1.89,79.962252340532,"rural",1.71446148385342,0
"AFR::COD::Katanga::Kalemie Health District::Mutakuya",3,"admin3",22632.4365086276,"COD","2011-10-24","2012-03-11",5.01210048944499,71,NA,0,20,11,10,15.4929577464789,0.514008154536432,1.98,79.962252340532,"rural",3.13709043093678,0
"AFR::COD::Katanga::Kampemba Health District",1,"admin2",9435.88432257436,"COD","2014-03-24","2014-04-27",241.482836668418,101,NA,0,5,33,3,32.6732673267327,3.49728746897108,1.64,726.614349760635,"rural",10.7038192232145,0
"AFR::COD::Katanga::Kansimba Health District::Mpala",1,"admin3",11328.5375985875,"COD","2010-09-20","2010-11-28",8.14355377115621,52,NA,0,10,17,3,32.6923076923077,1.50063499830019,2.12,392.258794476019,"rural",4.59017764185941,0
"AFR::COD::Katanga::Kapanga Health District",1,"admin2",134939.721122322,"COD","2010-03-01","2010-06-06",0.978409161108378,64,NA,3,14,22,9,34.375,0.163035760093629,1.86,12882.4363983964,"rural",0.474285847545102,4.6875
"AFR::COD::Katanga::Kapanga Health District",3,"admin2",141207.10865004,"COD","2010-09-20","2011-03-27",0.978409161108378,131,NA,3,27,21,23,16.030534351145,0.155625043725736,2.26,12882.4363983964,"rural",0.927715334251784,2.29007633587786
"AFR::COD::Katanga::Kapanga Health District",4,"admin2",167551.709754256,"COD","2012-09-10","2012-12-16",0.978409161108378,41,NA,0,14,12,3,29.2682926829268,0.0716196809784876,2.1,12882.4363983964,"rural",0.244700576676499,0
"AFR::COD::Katanga::Kapemba Health District",1,"admin2",9435.88432257436,"COD","2014-02-03","2014-05-18",76.6645159976389,148,NA,2,15,23,8,15.5405405405405,2.43750338746469,1.88,726.614349760635,"rural",15.6848044062945,1.35135135135135
"AFR::COD::Katanga::Kapolowe Health District",1,"admin2",327584.490224495,"COD","2013-03-04","2013-06-23",0.392532649334614,120,NA,3,16,20,3,16.6666666666667,0.06105295151884,1.59,4669.41832599074,"rural",0.36631770911304,2.5
"AFR::COD::Katanga::Katuba Health District",1,"admin2",4198.45546254628,"COD","2013-02-18","2013-05-26",114.876125634695,1192,NA,5,14,303,3,25.4194630872483,72.1693972231009,1.51,206.920690695882,"rural",283.913932310021,0.419463087248322
"AFR::COD::Katanga::Kenya Health District",1,"admin2",6212.26900685366,"COD","2013-01-07","2013-06-02",204.661917845822,3183,NA,36,21,497,3,15.6142004398366,80.0029746702352,2.68,312.381864039145,"rural",512.37317580555,1.13100848256362
"AFR::COD::Katanga::Kikula Health District",1,"admin2",76632.1616417147,"COD","2013-02-18","2013-07-07",5.46310620280626,587,NA,19,20,71,6,12.0954003407155,0.926503944022259,2.02,2968.04816932607,"rural",7.65996922733896,3.23679727427598
"AFR::COD::Katanga::Kikula Health District",3,"admin2",77755.4333605738,"COD","2013-11-25","2014-05-25",5.46310620280626,446.666666666667,NA,13,26,38.6666666666667,13,8.65671641791045,0.504574917871277,2.19,2968.04816932607,"rural",5.74450745577287,2.91044776119403
"AFR::COD::Katanga::Kilwa Health District",1,"admin2",515029.164839813,"COD","2014-02-10","2014-04-13",0.512864752292461,184.333333333333,NA,6,9,49,4,26.5822784810127,0.0951402432039751,2.18,15041.3296626979,"rural",0.357908533957811,3.25497287522604
"AFR::COD::Katanga::Kinkondja Health District",1,"admin2",134099.60818999,"COD","2010-05-17","2011-01-16",12.4379649669489,1078.66666666667,NA,27.6666666666667,35,94,5,8.71446229913473,0.703698807474777,1.57,4170.82197821263,"rural",8.04377194852375,2.56489493201483
"AFR::COD::Katanga::Kinkondja Health District",5,"admin2",149830.891177148,"COD","2011-12-19","2012-06-03",12.4379649669489,1077.66666666667,NA,12,24,100,5,9.2793071450665,0.700892773392922,1.46,4170.82197821263,"rural",7.19255327255924,1.11351685740798
"AFR::COD::Katanga::Kinkondja Health District",9,"admin2",150481.410712891,"COD","2012-08-13","2012-12-02",12.4379649669489,617,NA,21,16,84,5,13.614262560778,0.558208483041579,1.52,4170.82197821263,"rural",4.10017421472208,3.40356564019449
"AFR::COD::Katanga::Kinkondja Health District",10,"admin2",161765.902841267,"COD","2014-02-24","2014-05-25",12.4379649669489,848,NA,20.3333333333333,13,119,6,14.0330188679245,0.735630920421896,1.57,4170.82197821263,"rural",5.24214302956107,2.39779874213836
"AFR::COD::Katanga::Kinkondja Health District",12,"admin2",162258.384093299,"COD","2014-09-01","2015-01-11",12.4379649669489,803,NA,6,19,84,6,10.4607721046077,0.519268885003691,1.98,4170.82197821263,"rural",4.9488968134816,0.74719800747198
"AFR::COD::Katanga::Kisanga Health District",1,"admin2",4791.36206166725,"COD","2013-03-04","2013-07-07",14.5268653190982,116,NA,1,18,48,6,41.3793103448276,10.0180281477826,1.83,143.284265292808,"rural",24.2102346904745,0.862068965517241
"AFR::COD::Katanga::Kitenge Health District",1,"admin2",100648.649018409,"COD","2012-09-10","2013-03-24",0.522224460328394,101,NA,15,28,19,5,18.8118811881188,0.218482061344268,2.25,4657.76959156963,"rural",1.00349086634562,14.8514851485149
"AFR::COD::Katanga::Kongolo Health District",1,"admin2",202246.278859434,"COD","2010-10-18","2011-02-06",0.926290686985471,240.333333333333,NA,2.33333333333333,16,87,3,36.1997226074896,0.43032793363395,1.37,8120.55040012838,"rural",1.18832017423851,0.970873786407767
"AFR::COD::Katanga::Kongolo Health District",3,"admin2",202171.398136577,"COD","2011-09-26","2011-12-11",0.926290686985471,76,NA,2,11,18,3,23.6842105263158,0.089033365579438,1.66,8120.55040012838,"rural",0.375918654668738,2.63157894736842
"AFR::COD::Katanga::Likasi Health District",1,"admin2",367493.869315079,"COD","2013-04-01","2013-06-23",0.429145016772602,89,NA,3,12,16,7,17.9775280898876,0.0435381412751733,1.75,269.567501113821,"urban",0.242180910843151,3.37078651685393
"AFR::COD::Katanga::Likasi Health District",4,"admin2",395871.391021537,"COD","2014-01-27","2014-04-06",0.429145016772602,34.3333333333333,NA,1.33333333333333,10,8,4,23.3009708737864,0.0202085833466171,1.9,269.567501113821,"urban",0.0867285035292319,3.88349514563107
"AFR::COD::Katanga::Lubudi Health District",1,"admin2",136610.273375482,"COD","2014-11-24","2015-01-11",0.185722308683869,16,NA,2,7,7,5,43.75,0.0523445210641916,2.01,7670.63915677484,"rural",0.117121499025355,12.5
"AFR::COD::Katanga::Lubumbashi Health District",1,"admin2",1479133.4210181,"COD","2013-01-14","2013-07-07",0.0319592734680308,95,NA,4,25,17,3,17.8947368421053,0.011493216067215,1.81,477.892048000514,"urban",0.0642267956697312,4.21052631578947
"AFR::COD::Katanga::Lukafu Health District",1,"admin2",190418.185189251,"COD","2014-02-24","2014-06-29",0.223431769422832,105,NA,6.33333333333333,18,21,9,20,0.110283584412532,1.87,7384.21838908342,"rural",0.551417922062661,6.03174603174603
"AFR::COD::Katanga::Lwamba Health District",1,"admin2",204864.524568374,"COD","2012-08-27","2013-02-24",0.344249682684081,105.666666666667,NA,13,26,30.3333333333333,5,28.7066246056782,0.150850240570379,1.71,4764.44527075557,"rural",0.515788015954906,12.3028391167192
"AFR::COD::Katanga::Malemba Nkulu Health District",1,"admin2",241307.77181087,"COD","2010-06-28","2011-03-27",2.21064851848965,324.666666666667,NA,7.66666666666667,39,25,30,7.70020533880903,0.104884350636658,1.66,1962.80093308675,"rural",1.34544637427231,2.36139630390144
"AFR::COD::Katanga::Malemba Nkulu Health District",4,"admin2",268873.609856059,"COD","2012-08-27","2013-02-10",2.21064851848965,502,NA,21,24,67,4,13.3466135458167,0.256828571100583,1.58,1962.80093308675,"rural",1.86704823976122,4.18326693227092
"AFR::COD::Katanga::Malemba Nkulu Health District",7,"admin2",307793.337035594,"COD","2014-08-25","2015-01-11",2.21064851848965,436,NA,7,20,77,6,17.6605504587156,0.251204471318007,1.71,1962.80093308675,"rural",1.41653488733442,1.60550458715596
