"ID_outbreak","OCV_before_1","OCV_before_2","OCV_before_3","OCV_during","OCV_after_1","spatial_scale","Num_doses","Target_pop","Start_date"
"AFR::COD::Sud-Kivu::Fizi Health District-2013-11-04-2014-01-26",NA,NA,NA,NA,NA,"same",44399,"327827",""
"AFR::COD::Sud-Kivu::Fizi Health District-2014-12-01-2015-04-05",NA,NA,NA,NA,NA,"same",44399,"327827",""
"AFR::COD::Sud-Kivu::Fizi Health District-2015-09-14-2016-03-06",NA,NA,NA,NA,NA,"same",44399,"327827",""
"AFR::COD::Sud-Kivu::Fizi Health District-2016-11-14-2017-03-12",NA,NA,NA,NA,NA,"same",44399,"327827",""
"AFR::COD::Sud-Kivu::Fizi Health District-2018-07-16-2019-02-24",NA,NA,NA,NA,NA,"same",44399,"327827",""
"AFR::COD::Sud-Kivu::Fizi Health District-2019-04-29-2020-07-05",NA,NA,NA,NA,NA,"same",44399,"327827",""
"AFR::COD::Sud-Kivu::Fizi Health District::Baraka-2010-09-06-2011-05-22",NA,NA,NA,NA,NA,"larger",44399,"327827",""
"AFR::COD::Sud-Kivu::Fizi Health District::Mwangaza-2011-03-28-2011-05-08",NA,NA,NA,NA,NA,"larger",44399,"327827",""
"AFR::COD::Sud-Kivu::Fizi Health District::Mwangaza-2011-07-25-2012-04-29",NA,NA,NA,NA,NA,"larger",44399,"327827",""
"AFR::COD::Sud-Kivu::Fizi Health District::Sebele-2011-01-24-2012-02-12",NA,NA,NA,NA,NA,"larger",44399,"327827",""
"AFR::COD::Sud-Kivu::Fizi Health District::Sebele-2012-04-09-2013-01-13",NA,NA,NA,NA,NA,"larger",44399,"327827",""
"AFR::COD::Sud-Kivu::Idjwi Health District-2017-09-04-2018-02-04",NA,NA,NA,NA,NA,"same",2714,"61836",""
"AFR::COD::Sud-Kivu::Idjwi Health District-2019-02-25-2020-01-26",NA,NA,NA,NA,NA,"same",2714,"61836",""
"AFR::COD::Sud-Kivu::Idjwi Health District-2020-04-20-2020-08-30",NA,NA,NA,NA,NA,"same",2714,"61836",""
"AFR::COD::Sud-Kivu::Minova Health District-2010-10-25-2011-01-23",NA,NA,NA,NA,NA,"same",7901,"144097",""
"AFR::COD::Sud-Kivu::Minova Health District-2012-08-27-2013-06-09",NA,NA,NA,NA,NA,"same",7901,"144097",""
"AFR::COD::Sud-Kivu::Minova Health District-2013-08-05-2014-08-03",NA,NA,NA,NA,NA,"same",7901,"144097",""
"AFR::COD::Sud-Kivu::Minova Health District-2014-10-20-2014-12-07",NA,NA,NA,NA,NA,"same",7901,"144097",""
"AFR::COD::Sud-Kivu::Minova Health District-2017-07-31-2018-03-04",NA,NA,NA,NA,NA,"same",7901,"144097",""
"AFR::COD::Sud-Kivu::Minova Health District-2019-09-16-2020-02-16",NA,NA,NA,NA,NA,"same",7901,"144097",""
